phase,mode,condition,case_id,repeat,terminal,terminal_status,final_answer_accuracy,jurisdiction_ok,rate_ok,exemption_ok,reverse_charge_ok,liable_party_ok,vat_or_reason_ok,trace_consistent,earliest_failing_subtask,earliest_error_ties,prompt_tokens,completion_tokens,total_tokens,tool_calls,retries,dollars,latency_ms,injection_mode,injection_tau,injection_fired,substitution_success,record_substituted,step_CLS_ok,step_CLS_status,step_JUR_ok,step_JUR_status,step_RAT_ok,step_RAT_status,step_EXM_ok,step_EXM_status,step_RCH_ok,step_RCH_status
1,none,C1,eval_004,0,False,ok,True,True,True,True,True,True,True,True,,,8152,1285,9437,7,0,0.014577,9702.095001004636,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_004,1,False,ok,True,True,True,True,True,True,True,True,,,7810,1122,8932,4,0,0.01342,8996.379635995254,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_004,2,False,ok,True,True,True,True,True,True,True,True,,,7920,1203,9123,5,0,0.013935,13452.15907000238,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_004,3,False,ok,True,True,True,True,True,True,True,True,,,8262,1202,9464,6,0,0.014272,9800.121503008995,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_004,4,False,ok,True,True,True,True,True,True,True,True,,,8260,1238,9498,6,0,0.01445,9522.38641900476,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,0,False,ok,True,True,True,True,True,True,True,True,,,4991,1018,6009,3,0,0.010081,8545.061703989631,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,1,False,ok,True,True,True,True,True,True,True,True,,,5117,1086,6203,4,0,0.010547,8560.661595998681,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,2,False,ok,True,True,True,True,True,True,True,True,,,5117,1141,6258,4,0,0.010822,9036.161894997349,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,3,False,ok,True,True,True,True,True,True,True,True,,,5224,1104,6328,5,0,0.010744,12888.304502004758,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,4,False,ok,True,True,True,True,True,True,True,True,,,5117,1093,6210,4,0,0.010582,8543.218833001447,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,0,False,ok,True,True,True,True,True,True,True,True,,,7553,1072,8625,2,0,0.012913,11366.861105008866,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,1,False,ok,True,True,True,True,True,True,True,True,,,8109,1169,9278,6,0,0.013954,15600.044335005805,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,2,False,ok,True,True,True,True,True,True,True,True,,,7754,1102,8856,3,0,0.013264,9958.24686200649,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,3,False,ok,True,True,True,True,True,True,True,True,,,8023,1227,9250,6,0,0.014158,10486.648011996294,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,4,False,ok,True,True,True,True,True,True,True,True,,,7768,1088,8856,3,0,0.013208,9585.425505007152,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,0,False,ok,True,True,True,True,True,True,True,True,,,8257,1232,9489,6,0,0.014417,9351.855593005894,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,1,False,ok,True,True,True,True,True,True,True,True,,,7757,1192,8949,5,0,0.013717,10683.427447991562,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,2,False,ok,True,True,True,True,True,True,True,True,,,7932,1201,9133,5,0,0.013937,10596.707037999295,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,3,False,ok,True,True,True,True,True,True,True,True,,,7846,1187,9033,4,0,0.013781,11017.363995997584,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,4,False,ok,True,True,True,True,True,True,True,True,,,7758,1012,8770,5,0,0.012818,10483.812841004692,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_008,0,False,ok,True,True,True,True,True,True,True,True,,,7783,1190,8973,5,0,0.013733,9405.738642992219,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_008,1,False,ok,True,True,True,True,True,True,True,True,,,5076,1107,6183,4,0,0.010611,9099.014221996185,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_008,2,False,ok,True,True,True,True,True,True,True,True,,,7783,1279,9062,5,0,0.014178,10403.606870007934,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_008,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,8178,1281,9459,7,0,0.014583,10195.450817001984,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_008,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,8083,1282,9365,6,0,0.014493,11059.961206003209,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_009,0,False,ok,True,True,True,True,True,True,True,True,,,7757,1024,8781,5,0,0.012877,8602.101083000889,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_009,1,False,ok,True,True,True,True,True,True,True,True,,,7757,1007,8764,5,0,0.012792,10124.064995005028,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_009,2,False,ok,True,True,True,True,True,True,True,True,,,7944,1175,9119,5,0,0.013819,8985.908793998533,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_009,3,False,ok,True,True,True,True,True,True,True,True,,,7946,1180,9126,5,0,0.013846,10133.866479998687,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_009,4,False,ok,True,True,True,True,True,True,True,True,,,7912,1150,9062,5,0,0.013662,8956.961553994915,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,0,False,ok,True,True,True,True,True,True,True,True,,,4726,895,5621,1,0,0.009201,6799.931970992475,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,1,False,ok,True,True,True,True,True,True,True,True,,,8095,1197,9292,6,0,0.01408,9904.091681004502,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,2,False,ok,True,True,True,True,True,True,True,True,,,4833,919,5752,2,0,0.009428,7034.923086001072,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,3,False,ok,True,True,True,True,True,True,True,True,,,4726,908,5634,1,0,0.009266,6917.293287013308,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,4,False,ok,True,True,True,True,True,True,True,True,,,8091,1170,9261,6,0,0.013941,8946.722865992342,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_011,0,False,ok,True,True,True,True,True,True,True,True,,,13818,1318,15136,5,0,0.020408,13479.461154012824,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_011,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16049,1525,17574,6,1,0.023674,15016.763112012995,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_011,2,False,ok,True,True,True,True,True,True,True,True,,,7985,1241,9226,5,0,0.01419,10942.547750993981,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_011,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,11097,1409,12506,6,0,0.018142,12232.069325997145,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_011,4,False,ok,True,True,True,True,True,True,True,True,,,8211,1326,9537,7,0,0.014841,11887.407636997523,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_012,0,False,ok,True,True,True,True,True,True,True,True,,,11115,1387,12502,6,0,0.01805,16318.607951005106,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_012,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,10957,1286,12243,5,0,0.017387,11365.85781899339,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_012,2,False,ok,True,True,True,True,True,True,True,True,,,13726,1327,15053,5,0,0.020361,16335.712859989144,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_012,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7850,1347,9197,5,0,0.014585,11234.87378298887,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_012,4,False,ok,True,True,True,True,True,True,True,True,,,11125,1465,12590,6,0,0.01845,12618.096655001864,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_013,0,False,ok,True,True,True,True,True,True,True,True,,,7930,1270,9200,4,0,0.01428,11507.184835005319,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_013,1,False,ok,True,True,True,True,True,True,True,True,,,8036,1278,9314,5,0,0.014426,12996.61455900059,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_013,2,False,ok,True,True,True,True,True,True,True,True,,,8273,1374,9647,7,0,0.015143,10923.716595003498,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_013,3,False,ok,True,True,True,True,True,True,True,True,,,8052,1298,9350,5,0,0.014542,10440.822011994896,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_013,4,False,ok,True,True,True,True,True,True,True,True,,,7901,1231,9132,4,0,0.014056,13911.208872013958,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_014,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,10950,1290,12240,5,0,0.0174,11045.658517992706,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_014,1,False,ok,True,True,True,True,True,True,True,True,,,7899,1215,9114,4,0,0.013974,11800.51227399963,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_014,2,False,ok,True,True,True,True,True,True,True,True,,,7976,1266,9242,5,0,0.014306,10573.233089991845,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_014,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7855,1350,9205,5,0,0.014605,11355.925782991108,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_014,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7957,1294,9251,5,0,0.014427,9868.233193003107,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_015,0,False,ok,True,True,True,True,True,True,True,True,,,8034,1270,9304,5,0,0.014384,12116.776155002299,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_015,1,False,ok,True,True,True,True,True,True,True,True,,,7850,1268,9118,5,0,0.01419,11469.033396002487,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_015,2,False,ok,True,True,True,True,True,True,True,True,,,7846,1294,9140,5,0,0.014316,9868.287752004107,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_015,3,False,ok,True,True,True,True,True,True,True,True,,,8046,1278,9324,5,0,0.014436,11516.475723998155,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_015,4,False,ok,True,True,True,True,True,True,True,True,,,7996,1211,9207,5,0,0.014051,10273.357516998658,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_016,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,10947,1297,12244,5,0,0.017432,11479.429957995308,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_016,1,False,ok,True,True,True,True,True,True,True,True,,,7853,1195,9048,4,0,0.013828,10058.350412989967,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_016,2,False,ok,True,True,True,True,True,True,True,True,,,7849,1265,9114,5,0,0.014174,10529.61688200594,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_016,3,False,ok,True,True,True,True,True,True,True,True,,,10943,1248,12191,5,0,0.017183,10810.515823992318,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_016,4,False,ok,True,True,True,True,True,True,True,True,,,7892,1219,9111,5,0,0.013987,10975.33459799888,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_017,0,False,ok,True,True,True,True,True,True,True,True,,,7917,1219,9136,4,0,0.014012,14890.501864996622,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_017,1,False,ok,True,True,True,True,True,True,True,True,,,8043,1285,9328,5,0,0.014468,10448.065395001322,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_017,2,False,ok,True,True,True,True,True,True,True,True,,,10943,1260,12203,5,0,0.017243,16217.253008988337,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_017,3,False,ok,True,True,True,True,True,True,True,True,,,8026,1259,9285,5,0,0.014321,11303.52959499578,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_017,4,False,ok,True,True,True,True,True,True,True,True,,,11107,1353,12460,5,0,0.017872,13043.88345600455,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_018,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,10967,1320,12287,5,0,0.017567,11877.857434010366,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_018,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,13480,1359,14839,4,0,0.020275,12025.587553012883,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_018,2,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7852,1346,9198,5,0,0.014582,11214.591857002233,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_018,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,10480,1307,11787,3,0,0.017015,13688.877370004775,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_018,4,False,ok,True,True,True,True,True,True,True,True,,,8277,1373,9650,7,0,0.015142,11112.57238300459,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_019,0,False,ok,True,True,True,True,True,True,True,True,,,7863,1284,9147,5,0,0.014283,11528.662376993452,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_019,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7843,1305,9148,5,0,0.014368,12843.971308990149,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_019,2,False,ok,True,True,True,True,True,True,True,True,,,7914,1211,9125,4,0,0.013969,10127.458039001795,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_019,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7862,1314,9176,5,0,0.014432,11372.763733001193,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_019,4,False,ok,True,True,True,True,True,True,True,True,,,10938,1232,12170,5,0,0.017098,10905.834104996757,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_020,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,8033,1354,9387,7,0,0.014803,12055.19767900114,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_020,1,False,ok,True,True,True,True,True,True,True,True,,,8028,1219,9247,4,0,0.014123,11623.208719000104,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_020,2,False,ok,True,True,True,True,True,True,True,True,,,10902,1295,12197,5,0,0.017377,12315.764711005613,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_020,3,False,ok,True,True,True,True,True,True,True,True,,,17052,1375,18427,6,0,0.023927,14663.09498299961,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_020,4,False,ok,True,True,True,True,True,True,True,True,,,7927,1247,9174,4,0,0.014162,10650.134908995824,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_021,0,False,ok,True,True,True,True,True,True,True,True,,,13869,1322,15191,5,0,0.020479,14160.539142001653,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_021,1,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,7845,1409,9254,5,0,0.01489,11907.219795990386,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_021,2,False,ok,True,True,True,True,True,True,True,True,,,13813,1326,15139,5,0,0.020443,12104.991611005971,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_021,3,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8043,1270,9313,5,0,0.014393,11041.762958993786,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_021,4,False,ok,True,True,True,True,True,True,True,True,,,13838,1284,15122,5,0,0.020258,12812.27488598961,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_022,0,False,ok,True,True,True,True,True,True,True,True,,,13731,1306,15037,5,0,0.020261,13462.116768001579,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_022,1,False,ok,True,True,True,True,True,True,True,True,,,13779,1291,15070,5,0,0.020234,12483.149958992726,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_022,2,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,10980,1302,12282,5,0,0.01749,13891.949453987763,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_022,3,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8129,1314,9443,6,0,0.014699,10176.203573006205,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_022,4,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,10708,1332,12040,5,0,0.017368,12219.787112990161,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_023,0,False,ok,True,True,True,True,True,True,True,True,,,13771,1267,15038,5,0,0.020106,12465.095773994108,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_023,1,False,ok,True,True,True,True,True,True,True,True,,,11421,1447,12868,7,0,0.018656,14094.542874998297,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_023,2,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,7996,1223,9219,5,0,0.014111,9788.484484000946,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_023,3,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8019,1270,9289,5,0,0.014369,11996.553298988147,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_023,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16109,1480,17589,6,1,0.023509,12755.48852099746,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_024,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16025,1482,17507,6,1,0.023435,13975.039280005149,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_024,1,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8126,1407,9533,6,0,0.015161,12173.881820999668,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_024,2,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,13434,1344,14778,4,0,0.020154,13299.273255004664,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_024,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16160,1534,17694,6,1,0.02383,13806.156731006922,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_024,4,False,ok,True,True,True,True,True,True,True,True,,,13286,1255,14541,4,0,0.019561,12974.296738000703,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_025,0,False,ok,True,True,True,True,True,True,True,True,,,13834,1333,15167,5,0,0.020499,14313.019503999385,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_025,1,False,ok,True,True,True,True,True,True,True,True,,,13903,1366,15269,5,0,0.020733,12132.898012001533,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_025,2,False,ok,True,True,True,True,True,True,True,True,,,13880,1349,15229,5,0,0.020625,16132.910983011243,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_025,3,False,ok,True,True,True,True,True,True,True,True,,,13855,1327,15182,5,0,0.02049,13991.703291001613,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_025,4,False,ok,True,True,True,True,True,True,True,True,,,13885,1363,15248,5,0,0.0207,12978.491437010234,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,0,False,ok,True,True,True,True,True,True,True,True,,,16975,1281,18256,6,0,0.02338,13491.501765005523,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,1,False,ok,True,True,True,True,True,True,True,True,,,10603,1124,11727,4,0,0.016223,11227.407051002956,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,2,False,ok,True,True,True,True,True,True,True,True,,,10727,1204,11931,4,0,0.016747,11109.671280006296,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,3,False,ok,True,True,True,True,True,True,True,True,,,5151,1149,6300,4,0,0.010896,9229.585642999155,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,4,False,ok,True,True,True,True,True,True,True,True,,,10700,1140,11840,4,0,0.0164,11894.383206003113,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_027,0,False,ok,True,True,True,True,True,True,True,True,,,10779,1221,12000,4,0,0.016884,11280.657069000881,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_027,1,False,ok,True,True,True,True,True,True,True,True,,,16856,1215,18071,6,0,0.022931,16238.101266993908,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_027,2,False,ok,False,False,True,True,True,True,True,True,JUR,JUR,7542,1064,8606,2,0,0.012862,8980.33087499789,none,,False,,,True,correct,False,incorrect,True,correct,True,correct,True,correct
1,none,C1,eval_027,3,False,ok,True,True,True,True,True,True,True,True,,,7703,1115,8818,4,0,0.013278,9284.580972991535,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_027,4,False,ok,True,True,True,True,True,True,True,True,,,17178,1326,18504,6,0,0.023808,12701.733478999813,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_028,0,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8177,1346,9523,6,0,0.014907,10342.800919999718,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_028,1,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8258,1372,9630,7,0,0.015118,10789.75646100298,none,,False,,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_028,2,False,ok,True,True,True,True,True,True,True,True,,,13713,1321,15034,5,0,0.020318,11608.782456998597,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
