phase,mode,condition,case_id,repeat,terminal,terminal_status,final_answer_accuracy,jurisdiction_ok,rate_ok,exemption_ok,reverse_charge_ok,liable_party_ok,vat_or_reason_ok,trace_consistent,earliest_failing_subtask,earliest_error_ties,prompt_tokens,completion_tokens,total_tokens,tool_calls,retries,dollars,latency_ms,injection_mode,injection_tau,injection_fired,substitution_success,step_CLS_ok,step_CLS_status,step_JUR_ok,step_JUR_status,step_RAT_ok,step_RAT_status,step_EXM_ok,step_EXM_status,step_RCH_ok,step_RCH_status
1,none,C1,eval_003,3,False,ok,True,True,True,True,True,True,True,True,,,7987,1274,9261,7,0,0.014357,9289.192904998345,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_003,4,False,ok,True,True,True,True,True,True,True,True,,,7987,1239,9226,7,0,0.014182,9244.314490999386,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_004,0,False,ok,True,True,True,True,True,True,True,True,,,7760,993,8753,5,0,0.012725,7271.8054889992345,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_004,1,False,ok,True,True,True,True,True,True,True,True,,,8260,1219,9479,6,0,0.014355,10263.698959002795,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_004,2,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,8260,1223,9483,6,0,0.014375,9478.617733999272,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_004,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7945,1220,9165,6,0,0.014045,9597.529390001,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_004,4,False,ok,True,True,True,True,True,True,True,True,,,7760,1017,8777,5,0,0.012845,7844.674410000152,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,0,False,ok,True,True,True,True,True,True,True,True,,,7643,987,8630,3,0,0.012578,8171.878021999873,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,1,False,ok,True,True,True,True,True,True,True,True,,,5236,1112,6348,5,0,0.010796,8205.722531998617,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,2,False,ok,True,True,True,True,True,True,True,True,,,5117,1081,6198,4,0,0.010522,8009.959606999473,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,3,False,ok,True,True,True,True,True,True,True,True,,,4813,907,5720,2,0,0.009348,6708.448172001226,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_005,4,False,ok,True,True,True,True,True,True,True,True,,,5117,1048,6165,4,0,0.010357,7799.32953900061,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,0,False,ok,True,True,True,True,True,True,True,True,,,8123,1188,9311,6,0,0.014063,9814.233414002956,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,1,False,ok,True,True,True,True,True,True,True,True,,,8223,1208,9431,7,0,0.014263,8925.68395300259,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,2,False,ok,True,True,True,True,True,True,True,True,,,8196,1213,9409,7,0,0.014261,9941.85277699944,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,3,False,ok,True,True,True,True,True,True,True,True,,,7796,1019,8815,4,0,0.012891,9335.787046002224,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_006,4,False,ok,True,True,True,True,True,True,True,True,,,8116,1176,9292,6,0,0.013996,9719.68892500081,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,0,False,ok,True,True,True,True,True,True,True,True,,,7893,1262,9155,5,0,0.014203,10114.297199001157,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,1,False,ok,True,True,True,True,True,True,True,True,,,5072,1123,6195,4,0,0.010687,7962.963609999861,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,2,False,ok,True,True,True,True,True,True,True,True,,,8257,1236,9493,6,0,0.014437,9582.337804000417,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,3,False,ok,True,True,True,True,True,True,True,True,,,8257,1241,9498,6,0,0.014462,9555.047906000254,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_007,4,False,ok,True,True,True,True,True,True,True,True,,,8257,1244,9501,6,0,0.014477,9186.175220002042,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_008,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7962,1199,9161,5,0,0.013957,9571.019699000317,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_008,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,8260,1251,9511,6,0,0.014515,10704.029833003005,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_008,2,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7926,1188,9114,5,0,0.013866,9099.409318001562,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_008,3,False,ok,True,True,True,True,True,True,True,True,,,7817,1150,8967,4,0,0.013567,10878.66208899868,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_008,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7829,1165,8994,4,0,0.013654,9322.283478999452,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_009,0,False,ok,True,True,True,True,True,True,True,True,,,7757,1044,8801,5,0,0.012977,7950.7325690028665,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_009,1,False,ok,True,True,True,True,True,True,True,True,,,5072,1143,6215,4,0,0.010787,8228.218979998928,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_009,2,False,ok,True,True,True,True,True,True,True,True,,,7883,1209,9092,5,0,0.013928,9560.704063998855,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_009,3,False,ok,True,True,True,True,True,True,True,True,,,7909,1236,9145,5,0,0.014089,10841.474544999073,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_009,4,False,ok,True,True,True,True,True,True,True,True,,,8134,1239,9373,7,0,0.014329,9551.574632001575,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,0,False,ok,True,True,True,True,True,True,True,True,,,7663,1027,8690,3,0,0.012798,9008.69151400184,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,1,False,ok,True,True,True,True,True,True,True,True,,,4726,943,5669,1,0,0.009441,7368.3302530007495,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,2,False,ok,True,True,True,True,True,True,True,True,,,7868,1149,9017,5,0,0.013613,9085.948550000467,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,3,False,ok,True,True,True,True,True,True,True,True,,,7496,995,8491,2,0,0.012471,9034.180863000074,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_010,4,False,ok,True,True,True,True,True,True,True,True,,,7860,1088,8948,4,0,0.0133,10478.559911000048,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_011,0,False,ok,True,True,True,True,True,True,True,True,,,7844,1200,9044,4,0,0.013844,12681.050118997518,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_011,1,False,ok,True,True,True,True,True,True,True,True,,,16189,1608,17797,6,1,0.024229,15951.993790000415,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_011,2,False,ok,True,True,True,True,True,True,True,True,,,16121,1560,17681,6,1,0.023921,14539.133165002568,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_011,3,False,ok,True,True,True,True,True,True,True,True,,,7870,1204,9074,5,0,0.01389,9343.722566998622,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_011,4,False,ok,True,True,True,True,True,True,True,True,,,8004,1241,9245,5,0,0.014209,10189.881735997915,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_012,0,False,ok,True,True,True,True,True,True,True,True,,,11027,1319,12346,5,0,0.017622,11375.171910000063,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_012,1,False,ok,True,True,True,True,True,True,True,True,,,11114,1439,12553,6,0,0.018309,12496.98522000108,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_012,2,False,ok,True,True,True,True,True,True,True,True,,,11123,1416,12539,6,0,0.018203,11736.196324000048,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_012,3,False,ok,True,True,True,True,True,True,True,True,,,16049,1526,17575,6,1,0.023679,12750.268897998467,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_012,4,False,ok,True,True,True,True,True,True,True,True,,,7828,1187,9015,4,0,0.013763,9328.27834300042,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_013,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7851,1306,9157,5,0,0.014381,10480.545047001215,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_013,1,False,ok,True,True,True,True,True,True,True,True,,,7918,1229,9147,4,0,0.014063,9711.845153000468,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_013,2,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,8031,1271,9302,5,0,0.014386,9892.891614999826,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_013,3,False,ok,True,True,True,True,True,True,True,True,,,8039,1271,9310,5,0,0.014394,10306.978190998052,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_013,4,False,ok,True,True,True,True,True,True,True,True,,,8032,1315,9347,5,0,0.014607,10996.63476600108,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_014,0,False,ok,True,True,True,True,True,True,True,True,,,10439,1295,11734,3,0,0.016914,11271.226223998383,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_014,1,False,ok,True,True,True,True,True,True,True,True,,,8038,1270,9308,5,0,0.014388,10457.114795000962,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_014,2,False,ok,True,True,True,True,True,True,True,True,,,13750,1313,15063,5,0,0.020315,12411.412241999642,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_014,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7803,1263,9066,5,0,0.014118,10236.6304520001,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_014,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7804,1289,9093,5,0,0.014249,10903.316439002083,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_015,0,False,ok,True,True,True,True,True,True,True,True,,,7906,1246,9152,4,0,0.014136,9627.073368999845,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_015,1,False,ok,True,True,True,True,True,True,True,True,,,16082,1548,17630,6,1,0.023822,12852.77901399968,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_015,2,False,ok,True,True,True,True,True,True,True,True,,,8259,1327,9586,7,0,0.014894,15329.916553000658,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_015,3,False,ok,True,True,True,True,True,True,True,True,,,7867,1214,9081,4,0,0.013937,9418.712513997889,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_015,4,False,ok,True,True,True,True,True,True,True,True,,,7898,1232,9130,5,0,0.014058,11226.262591000705,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_016,0,False,ok,True,True,True,True,True,True,True,True,,,7893,1237,9130,5,0,0.014078,10021.857791998627,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_016,1,False,ok,True,True,True,True,True,True,True,True,,,7847,1293,9140,5,0,0.014312,10679.032445001212,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_016,2,False,ok,True,True,True,True,True,True,True,True,,,10970,1271,12241,5,0,0.017325,10660.56517400284,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_016,3,False,ok,True,True,True,True,True,True,True,True,,,10930,1256,12186,5,0,0.01721,10959.999766000692,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_016,4,False,ok,True,True,True,True,True,True,True,True,,,8027,1290,9317,5,0,0.014477,10406.052999998792,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_017,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7807,1306,9113,5,0,0.014337,10728.325336000125,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_017,1,False,ok,True,True,True,True,True,True,True,True,,,7992,1249,9241,5,0,0.014237,9617.826753998088,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_017,2,False,ok,True,True,True,True,True,True,True,True,,,7855,1169,9024,4,0,0.0137,9899.611722998088,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_017,3,False,ok,True,True,True,True,True,True,True,True,,,10667,1343,12010,5,0,0.017382,11695.091790999868,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_017,4,False,ok,True,True,True,True,True,True,True,True,,,10703,1362,12065,5,0,0.017513,10826.575137001782,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_018,0,False,ok,True,True,True,True,True,True,True,True,,,7899,1209,9108,4,0,0.013944,9676.697264003451,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_018,1,False,ok,True,True,True,True,True,True,True,True,,,7906,1205,9111,4,0,0.013931,9921.64765599955,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_018,2,False,ok,True,True,True,True,True,True,True,True,,,10926,1252,12178,5,0,0.017186,12231.713072000275,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_018,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7855,1339,9194,5,0,0.01455,10585.489040000539,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_018,4,False,ok,True,True,True,True,True,True,True,True,,,7851,1286,9137,5,0,0.014281,10295.365250000032,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_019,0,False,ok,True,True,True,True,True,True,True,True,,,7892,1197,9089,4,0,0.013877,9635.10294399748,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_019,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,10954,1262,12216,5,0,0.017264,10918.199676001677,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_019,2,False,ok,True,True,True,True,True,True,True,True,,,10902,1223,12125,5,0,0.017017,10013.659039999766,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_019,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,8042,1289,9331,5,0,0.014487,10454.948171998694,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_019,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7843,1250,9093,5,0,0.014093,11225.788520001515,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_020,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,7851,1354,9205,5,0,0.014621,11022.856736999529,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_020,1,False,ok,True,True,True,True,True,True,True,True,,,8052,1296,9348,5,0,0.014532,9834.23256199967,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_020,2,False,ok,True,True,True,True,True,True,True,True,,,7989,1300,9289,5,0,0.014489,10901.788947998284,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_020,3,False,ok,True,True,True,True,True,True,True,True,,,7853,1307,9160,5,0,0.014388,10521.262026999466,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_020,4,False,ok,True,True,True,True,True,True,True,True,,,10875,1209,12084,5,0,0.01692,10950.83738700123,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_021,0,False,ok,True,True,True,True,True,True,True,True,,,13839,1315,15154,5,0,0.020414,11816.247623999516,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_021,1,False,ok,True,True,True,True,True,True,True,True,,,13776,1311,15087,5,0,0.020331,12870.86890000137,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_021,2,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,10411,1237,11648,3,0,0.016596,13144.578306000767,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_021,3,False,ok,True,True,True,True,True,True,True,True,,,13857,1312,15169,5,0,0.020417,12039.829802997701,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_021,4,False,ok,True,True,True,True,True,True,True,True,,,13804,1293,15097,5,0,0.020269,11930.152863998956,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_022,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16207,1584,17791,6,1,0.024127,21098.155317999044,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_022,1,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8287,1368,9655,7,0,0.015127,11434.446264000144,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_022,2,False,ok,True,True,True,True,True,True,True,True,,,13995,1411,15406,5,0,0.02105,12341.677123000409,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_022,3,False,ok,True,True,True,True,True,True,True,True,,,13367,1260,14627,4,0,0.019667,11223.276994998741,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_022,4,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,7982,1299,9281,5,0,0.014477,11589.91357999912,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_023,0,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,7989,1265,9254,6,0,0.014314,10998.806118001085,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_023,1,False,ok,True,True,True,True,True,True,True,True,,,11079,1329,12408,6,0,0.017724,13014.534259000357,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_023,2,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16094,1463,17557,6,1,0.023409,14120.793316000345,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_023,3,False,ok,True,True,True,True,True,True,True,True,,,13755,1258,15013,5,0,0.020045,14473.197046001587,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_023,4,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,7987,1276,9263,6,0,0.014367,10473.135278996779,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_024,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16746,1607,18353,8,1,0.024781,15192.719451999437,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_024,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16721,1582,18303,8,1,0.024631,18023.94863200243,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_024,2,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8266,1362,9628,7,0,0.015076,11242.635294998763,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_024,3,False,ok,True,True,True,True,True,True,True,True,,,13532,1388,14920,4,0,0.020472,13249.62946300002,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_024,4,False,ok,True,True,True,True,True,True,True,True,,,13693,1261,14954,5,0,0.019998,13559.896069000388,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_025,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16182,1543,17725,6,1,0.023897,13501.651992999541,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_025,1,False,ok,True,True,True,True,True,True,True,True,,,17343,1381,18724,7,0,0.024248,13651.219826999295,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_025,2,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,16877,1607,18484,8,1,0.024912,13462.790863999544,none,,False,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C1,eval_025,3,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8174,1318,9492,6,0,0.014764,12092.499968999618,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_025,4,False,ok,True,True,True,True,True,True,True,True,,,13765,1307,15072,5,0,0.0203,12321.515495998028,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,0,False,ok,True,True,True,True,True,True,True,True,,,5151,1144,6295,4,0,0.010871,8438.350183001603,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,1,False,ok,True,True,True,True,True,True,True,True,,,10708,1159,11867,4,0,0.016503,10788.9889270009,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,2,False,ok,True,True,True,True,True,True,True,True,,,5151,1215,6366,4,0,0.011226,10425.609111000085,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,3,False,ok,True,True,True,True,True,True,True,True,,,16880,1268,18148,6,0,0.02322,13196.672357000352,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_026,4,False,ok,True,True,True,True,True,True,True,True,,,5151,1258,6409,4,0,0.011441,9628.814085997874,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_027,0,False,ok,True,True,True,True,True,True,True,True,,,10710,1188,11898,4,0,0.01665,9836.94405999995,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_027,1,False,ok,True,True,True,True,True,True,True,True,,,13869,1268,15137,5,0,0.020209,12955.964413999027,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_027,2,False,ok,True,True,True,True,True,True,True,True,,,10680,1150,11830,4,0,0.01643,10067.442131999996,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_027,3,False,ok,True,True,True,True,True,True,True,True,,,17111,1311,18422,6,0,0.023666,12862.756021000678,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_027,4,False,ok,True,True,True,True,True,True,True,True,,,8157,1220,9377,6,0,0.014257,10218.891694999911,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_028,0,False,ok,True,True,True,True,True,True,True,True,,,13966,1450,15416,5,0,0.021216,12815.676928999892,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_028,1,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8026,1396,9422,5,0,0.015006,11435.830710004666,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_028,2,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8285,1363,9648,7,0,0.0151,11051.079112003208,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
1,none,C1,eval_028,3,False,ok,True,True,True,True,True,True,True,True,,,13770,1271,15041,5,0,0.020125,11637.417149999237,none,,False,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C1,eval_028,4,False,ok,False,False,False,True,True,True,False,True,JUR,JUR,8050,1283,9333,5,0,0.014465,10897.13197099627,none,,False,,True,correct,False,incorrect,False,incorrect,True,correct,False,incorrect
